frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,138.6,,,,,,,,,,,,,,,,,,,24,1088,30,98.77856087411558,2.7236735535142165,,,,
1,138.6,,,,,,,,,,,,,,,,,,,42,184,1015,16.705197794887194,92.150955227231,,,,
2,245.6,,,,,,,,,,,,,,,,,,,21,173,1027,,,,,,
3,268.1,,,,,,,,,,,,,,,,,,,16,174,1030,15.797306610382456,93.51279200398811,,,,
4,289.4,,,,,,,,,,,,,,,,,,,42,539,1024,48.935334844805425,92.96805729328526,,,,
71,2382.7,13,280,985,25.42095316613269,89.42728167371678,-0.5326655654352422,0.14541916663602564,-9.873319099819167,18.291719073714336,11,494,972,44.8498245145341,88.24702313386062,0.0,-0.3872463987991957,0.0,8.418399973895559,,,,,,,,,
72,2406.6,13,279,985,25.330164047682214,89.42728167371678,-0.9069914417169482,-0.0036243269570864468,0.03620706250871313,18.12163478542814,11,494,972,44.8498245145341,88.24702313386062,-0.45168355737992194,-0.4553078843370084,-9.042713861459891,9.078920923968248,,,,,,,,,
73,2439.5,13,279,986,25.330164047682214,89.51807079216725,-0.9262982863840004,0.0,0.26009805636561395,0.0,11,494,972,44.8498245145341,88.24702313386062,-1.3766961223626666,-0.9262982863839817,-9.05526566604812,0.2600980563652385,,,,,,,,,
74,2474.7,13,279,986,25.330164047682214,89.51807079216725,-0.9481813864987825,0.08075921757505702,0.8403664680030749,-19.69737014025714,11,494,972,44.8498245145341,88.24702313386062,-1.301133253385558,-0.43371108446185264,-28.285505508381696,-9.428501836127232,,,,,,,,,
75,2506.9,13,278,986,25.23937492923174,89.51807079216725,-0.4607844756893886,0.03220336473912256,8.861239917103626,-17.40722418331031,11,493,972,44.759035396083625,88.24702313386062,-1.7465278085401867,-0.428581110950266,-16.776712881516435,-8.545984266206686,,,,,,,,,
76,2538.9,13,278,986,25.23937492923174,89.51807079216725,-0.4659139538871469,-0.4297320911506377,9.003168191055979,-8.646520948704977,11,492,971,44.66824627763315,88.15623401541015,-1.791292090075569,-0.4659139538871469,0.7132944847020042,9.003168191055979,,,,,,,,,
77,2574.9,13,278,985,25.23937492923174,89.42728167371678,-0.4516790342072167,-0.4516790342072167,9.069860124642915,9.069860124642915,11,491,971,44.57745715918268,88.15623401541015,-1.8121744442171344,-0.4516790342072167,18.085082537691562,9.069860124642915,,,,,,,,,
78,2610.9,13,278,985,25.23937492923174,89.42728167371678,0.0,-0.41857230054840133,0.0,8.738461389319468,11,490,971,44.486668040732205,88.15623401541015,-0.7624225468076277,0.07472205428917504,35.70181406868103,18.224891290042088,,,,,,,,,
79,2642.4,13,278,985,25.23937492923174,89.42728167371678,0.0,0.029794650058310612,0.0,17.52626474018224,11,490,971,44.486668040732205,88.15623401541015,-0.40147585082399095,0.4610651509406122,26.14305796460386,8.909471515760622,,,,,,,,,
80,2674.5,13,278,985,25.23937492923174,89.42728167371678,0.0,0.0,0.0,0.0,11,490,971,44.486668040732205,88.15623401541015,0.4493897323112895,0.0,27.327852733963585,0.0,,,,,,,,,
81,2706.7,13,278,985,25.23937492923174,89.42728167371678,0.0,0.44555355842335587,0.0,9.301744434725618,11,491,972,44.57745715918268,88.24702313386062,0.9290908582127355,0.037983741366023796,-0.38838181355852625,-18.99187068300976,,,,,,,,,
82,2742.5,13,278,986,25.23937492923174,89.51807079216725,-0.48125195307007146,0.444482323327999,-9.615423637763675,-9.240796742785859,11,491,972,44.57745715918268,88.24702313386062,0.9257342763980704,0.444482323327999,0.37462689497781554,-9.240796742785859,,,,,,,,,
